n_rates,rating,name,year
9,7.6,Sem dney posle ubiystva (1991),1991.0
52,5.1,Sem kabinok (2007),2007.0
24,7.1,Semeyka Ady (2008),2008.0
68,6.5,Seneca's Day (2016),2016.0
5,1.2,Sepio-film (2014) (V),2014.0
52,6.7,Serdtsa bumerang (2011),2011.0
32,7.6,Serdtsa tryokh-2 (1993),1993.0
5,6.4,Serdtse zverya (2006),2006.0
79,6.6,Serebryanye golovy (1999),1999.0
6,8.2,Sergey A. Always Takes a Camera (2016),2016.0
40,6.0,Sergey Eyzenshteyn. Avtobiografiya (1996),1996.0
49,6.6,Sergey Eyzenshteyn. Meksikanskaya fantasiya (1998),1998.0
57,6.8,Serp i molot (1994),1994.0
125,6.8,Serye volki (1993),1993.0
48,6.6,Severnoye siyaniye (2001),2001.0
9,6.6,Sex and Breakfast (2012),2012.0
20,7.0,Sex in the Russian Way (1998) (V),1998.0
29,4.4,"Sex, kofe, sigarety (2014)",2014.0
44,8.4,Sezon tumanov (2009),2009.0
7,5.3,Shadow (2012/II) (V),2012.0
298,4.3,Shadows in Paradise (2010),2010.0
62,6.1,Shagal - Malevich (2014),2014.0
7,1.0,Shakhmatnoe kino (2014) (V),2014.0
14,5.2,Shalnaya baba (1991),1991.0
972,7.7,Shapito-shou (2011),2011.0
25,6.2,Shatun (2001) (TV),2001.0
21,6.7,Sheep & Wolves (2016),2016.0
49,4.9,Shekspiru i ne snilos (2007),2007.0
497,6.8,Shekvarebuli kulinaris ataserti retsepti (1996),1996.0
12,7.4,Sherlock Homes: Mystery of the Stream (2016),2016.0
17,7.6,Sherlok Kholms i doktor Vatson (2005),2005.0
389,6.6,Shik (2003),2003.0
16,5.0,Shipovnik (2011),2011.0
1158,7.2,Shirli-myrli (1995),1995.0
901,7.3,Shiza (2004),2004.0
127,5.8,Shizofreniya (2001),2001.0
10,6.0,Shlyukha (2012),2012.0
273,4.6,Shoping-tur (2012),2012.0
6,8.8,Short summer (2012),2012.0
968,5.3,Shpion (2012),2012.0
19,4.7,Shpionskie igri: Okhota na chernogo volka (2006) (TV),2006.0
5,4.2,Shpionskie igry: Chastny visit (2008) (TV),2008.0
8,5.5,Shpionskie igry: Lovushka dlya mudretsa (2006) (TV),2006.0
12,6.2,Shpionskie igry: Nelegal (2004) (TV),2004.0
12,5.8,Shu-Chu (2009),2009.0
254,6.0,Shultes (2008),2008.0
10,8.1,Siberia Teaches a Trans-Siberian Rail Trip Story (2011),2011.0
7,8.3,Siberian Horror (2016),2016.0
1597,7.7,Sibir. Monamur (2011),2011.0
10,4.2,Sibirskiy spas (1998),1998.0
9567,7.9,Sibirskiy tsiryulnik (1998),1998.0
7,4.1,Sick (2011) (V),2011.0
7,5.3,Sick Furry (2015),2015.0
5,7.6,Sickfuckpeople - Short Version (2011),2011.0
9,7.0,Sidab-Man (2016),2016.0
621,4.8,Silent Partner (2005),2005.0
8,7.9,Silk (2013/II),2013.0
6,2.8,Sin neudachnika (2002) (TV),2002.0
115,5.9,Sindrom Petrushki (2015),2015.0
7,7.7,Sinee nebo. Cherniy hleb (2010),2010.0
21,9.0,Sira Disi Insanlar (2015),2015.0
7,2.9,Sirenevye sumerki (2000),2000.0
7,8.4,Siriyskiy dnevnik (2012),2012.0
359,7.1,Sirota kazanskaya (1997),1997.0
178,5.9,Skaz pro Fedota-streltsa (2002),2002.0
54,4.5,Skazhi Leo (2008),2008.0
197,6.2,Skazka pro temnotu (2009),2009.0
106,1.4,Skazka. Est (2012),2012.0
137,6.6,Skhvisi sakhli (2016),2016.0
58,6.0,Skolzhenie (2013),2013.0
46,5.8,Skoro vesna (2009),2009.0
372,3.6,Skoryy 'Moskva-Rossiya' (2014),2014.0
9,8.2,Skyforge (2015) (VG),2015.0
8,6.0,"Slava - nam, smert' - vragam (1914)",1914.0
19,5.4,Sledstvie vedut znatoki 23: Treteyskiy sudiya (2002) (TV),2002.0
14,7.9,Sledy na snegu (2014),2014.0
12,8.2,Slender Man (2013),2013.0
6,7.0,Slender Man 2: Curse Book (2014),2014.0
6,6.3,Slender Man 3: Pandemonium. Chapter 1 (2015),2015.0
7,7.0,Slender Man 3: Pandemonium. Chapter 2. End of Story (2015),2015.0
56,7.1,Slon (2010),2010.0
21,4.6,Slova i muzyka (2004),2004.0
189,3.7,Slove (2011),2011.0
7,5.9,Sluchaynye znakomye (2013),2013.0
1189,6.1,Sluga Gosudarev (2007),2007.0
189,7.1,Slushatel (2004),2004.0
157,7.1,Slushaya tishinu (2007),2007.0
3309,5.7,Sluzhebnyy roman. Nashe vremya (2011),2011.0
40,2.4,Sluzhu Sovetskomu Soyuzu! (2012) (TV),2012.0
186,5.1,Smatyvay udochki (2004),2004.0
9,7.1,Smekhovorot (2007),2007.0
6,7.8,Smert Ioanna Groznogo (1909),1909.0
5,1.0,Smert Ivana Rudskogo (2014) (V),2014.0
9,7.2,Smert shpionam. Skrytyy vrag (2013),2013.0
17,6.9,Smert v pensne ili Nash Chekhov (2010),2010.0
75,3.8,Smeshannye chuvstva (2014),2014.0
68,6.1,Smeshariki. Legenda o Zolotom Drakone (2016),2016.0
223,6.2,Smeshariki: Nachalo (2011),2011.0
104,7.0,Smirennaya zhizn (1997),1997.0
22,5.4,Snayper (1992),1992.0
7,6.6,Snayper Sakha (2010),2010.0
17,4.9,Snegurochka (2014),2014.0
33,7.8,Snezhnaya koroleva (2007) (TV),2007.0
1278,5.3,Snezhnaya koroleva (2012),2012.0
955,6.3,Snezhnaya koroleva 2. Perezamorozka (2014),2014.0
52,6.8,Snezhnaya koroleva 3. Ogon i led (2016),2016.0
16,6.1,Snezhnyy angel (2008) (TV),2008.0
12,5.6,Snezhnyy chelovek (2008) (TV),2008.0
13,6.8,Snokhach (1912),1912.0
11,7.5,Snowflake (2012),2012.0
16,9.3,Snowflake (2014) (TV),2014.0
191,6.7,Sny (1993),1993.0
216,7.3,So mnoyu vot chto proiskhodit (2012),2012.0
38,6.5,Sobaka Pavlova (2005),2005.0
49,6.2,Sobiratel pul (2011),2011.0
6,6.3,Sobstvennaya ten (2001),2001.0
8,6.4,Sobytie (2009),2009.0
73,6.8,Sochinenie ko Dnyu Pobedy (1998),1998.0
13,6.0,Sochinushki (2000),2000.0
196,2.8,Sokrovishcha O.K. (2013),2013.0
6,6.2,Sokrovishche (2008) (TV),2008.0
56,5.4,Soldatskiy dekameron (2005),2005.0
86,6.7,Soldatskiy son (1995),1995.0
6327,4.3,Soldiers of Fortune (2012),2012.0
30,8.2,Solnechnye dni (1994),1994.0
22,5.0,Solnechnyy udar (2003),2003.0
615,5.8,Solnechnyy udar (2014),2014.0
2211,7.4,Solntse (2005),2005.0
9,7.0,"Solntse, Vozdukh I... Na-Na (1992)",1992.0
611,5.5,Solovey-Razboynik (2012),2012.0
12,1.8,Something in the Woods (2016) (V),2016.0
34,4.3,Somnambula (2013),2013.0
7,1.1,Son (2016) (V),2016.0
9,6.9,Son razuma (2010),2010.0
582,7.9,Son smeshnogo cheloveka (1992),1992.0
110,7.0,Sonhos de Peixe (2006),2006.0
12,8.2,Sonka zolotaya ruchka (1914),1914.0
12,8.3,Sonnyy ad (2014) (VG),2014.0
42,8.4,Sonuncu (2014),2014.0
16,6.4,Sosedi (2000),2000.0
21,7.4,Sota ilman voittoa (2009) (TV),2009.0
37,6.0,Sotvorenie Adama (1994),1994.0
119,4.2,Space Dogs: Adventure to the Moon (2016),2016.0
18,8.1,Spartacus (2008) (TV),2008.0
83,6.8,Spartak i Kalashnikov (2002),2002.0
29,3.4,Spartakiada. Lokalnoe poteplenie (2008),2008.0
79,6.6,Spasenie (2015),2015.0
15,6.7,Spasibo (2012),2012.0
107,4.4,Spiral (2014/II),2014.0
7,5.7,Spisok korabley (2008),2008.0
58,5.0,Spores (2011) (TV),2011.0
9,9.0,Sport: It's Fashionable! (2014) (TV),2014.0
70,6.9,Spravka (2005),2005.0
9,7.4,Springtrap: Two Evil Eyes (2015) (TV),2015.0
11,6.3,Sprint (2015/I),2015.0
49,7.8,Sreda (1997),1997.0
89,5.6,Srochno vyydu zamuzh (2015),2015.0
60,7.0,Srok (2014),2014.0
1831,7.2,Stalin (1992) (TV),1992.0
7,7.7,Stalin vspomnil o vas (2009),2009.0
12557,5.6,Stalingrad (2013),2013.0
7,8.7,Stalingrad 2016 (2016),2016.0
1085,7.2,Stalnaya babochka (2012),2012.0
121,6.0,Stand (2014/I),2014.0
10,6.4,Starshaya zhena (2010),2010.0
86,4.5,Startap (2014),2014.0
141,7.2,Starukhi (2003),2003.0
447,4.8,Starye klyachi (2000),2000.0
140,5.9,Starye pesni o glavnom (1996) (TV),1996.0
148,4.5,Starye pesni o glavnom 2 (1997) (TV),1997.0
150,4.4,Starye pesni o glavnom 3 (1998) (TV),1998.0
41,4.1,Starye pesni o glavnom. Postskriptum (2000) (TV),2000.0
2253,7.2,Statskiy sovetnik (2005),2005.0
376,5.8,Status: Svoboden (2016),2016.0
72,5.4,Stavka na lyubov (2016),2016.0
198,4.8,Stenka Razin (1908),1908.0
10,4.0,Step bay step (2011),2011.0
3324,7.2,Stilyagi (2008),2008.0
295,5.7,Sto dney do prikaza (1991),1991.0
5,6.6,Stolichnyy skoryy (2003),2003.0
91,5.8,Stories on Human Rights (2008),2008.0
7,8.0,Stradaniya yunogo Wertera (2004),2004.0
795,6.9,Strana Oz (2015),2015.0
168,4.3,Strana chudes (2016),2016.0
954,7.7,Strana glukhikh (1998),1998.0
69,3.4,Strana khoroshikh detochek (2013),2013.0
10,5.5,Stranger (2014/IV),2014.0
22,6.8,Strannik (2006),2006.0
7,1.0,Stranniy sluchay (2015) (V),2015.0
16,6.7,Strannye chastitsy (2015),2015.0
5,6.6,Strannye muzhchiny Semyonovoy Ekateriny (1993),1993.0
8,6.6,Strashnaya mest (1913),1913.0
30,4.8,Strasti po Anzhelike (1993),1993.0
12,5.5,Strastnoy bulvar (1999),1999.0
9,7.3,Stravinsky et les Ballets Russes (2009) (V),2009.0
7,7.1,Strazh mertvetsa (2014),2014.0
221,7.0,Strekoza i muravey (1913),1913.0
7,2.0,Strela lyubvi (2003),2003.0
68,7.0,Strelets neprikayannyy (1993),1993.0
18,6.1,Strelyayushchiye angely (1994),1994.0
709,2.9,Stritreysery (2008),2008.0
6,2.7,Stroll (2016),2016.0
19,7.2,Styd (2013),2013.0
7,6.1,Substance: Jam (2012),2012.0
6,6.5,Suka (2001),2001.0
56,6.6,Sukhodol (2011),2011.0
5,5.6,Sumasshedshaya lyubov (2008) (TV),2008.0
267,6.8,Sumasshedshaya pomoshch (2009),2009.0
373,6.5,Sumerki zhenskoi dushi (1913),1913.0
5,6.2,Summer Snowball Fight (1904),1904.0
75,7.3,Sunduk predkov (2005),2005.0
8,4.8,Sunrise/Sunset (2012),2012.0
17,4.8,Super-tyoshcha dlya neudachnika (2004) (TV),2004.0
7,2.3,Super-zhutiki (1995) (V),1995.0
282,4.6,SuperBobrovy (2016),2016.0
39,2.5,Supermen ponevole ili eroticheskiy mutant (1993),1993.0
254,3.2,"Supermenedzher, ili Motyga sudby (2011)",2011.0
30,4.6,Superplokhie (2016),2016.0
9,6.4,Suzeniy-Ryazeniy (2007) (TV),2007.0
1009,7.2,Svadba (2000),2000.0
239,5.0,Svadba po obmenu (2011),2011.0
6,7.7,Svadba tishiny (2004),2004.0
12,6.8,Sverchok za ochagom (2001),2001.0
7,1.0,Sverkhsekretnye faily. Pikovaya dama. Glava 1 (2016) (V),2016.0
5,7.4,Svetlana About Svetlana (2008),2008.0
77,5.1,Svidanie (2012),2012.0
6,6.3,Svistun (1998),1998.0
7,1.0,Svita (2015) (V),2015.0
337,7.1,Svobodnoe plavanie (2006),2006.0
1023,7.8,Svoi (2004),2004.0
19,5.9,Svoi deti (2007) (TV),2007.0
2560,6.2,Svolochi (2006),2006.0
20,6.7,Svoya chuzhaya zhizn (2005) (TV),2005.0
91,7.6,Svyato (2005),2005.0
7,6.4,Svyatoe delo (2007),2007.0
152,5.7,Svyaz (2006),2006.0
28,7.2,Svyaz vremyon (2010),2010.0
23,8.6,Swan Lake (2007) (V),2007.0
7,8.4,Swan Lake 3D - Live from the Mariinsky Theatre (2013),2013.0
129,6.4,Switchcraft (1994),1994.0
179,4.7,Syberiada polska (2013),2013.0
51,6.5,Syn (2014),2014.0
32,6.3,Syn za ottsa... (1995),1995.0
46,6.3,Synok (2010),2010.0
1989,7.1,Syostry (2001),2001.0
32,4.4,Syostry (2005),2005.0
24,7.0,Syshchik Peterburgskoy politsii (1991),1991.0
8,4.0,Sysknoe byuro 'Feliks' (1993),1993.0
17,7.3,Tak pakhnet lyubov (2012),2012.0
10,3.5,Taksi smerti (2013),2013.0
5,5.6,Talismi Jazeera (1992),1992.0
177,7.1,Tanets Deli (2012),2012.0
12,8.8,Tanets s vampirom (1914),1914.0
6,4.8,Tango nad propastyu (1997),1997.0
21,6.0,Tanker 'Tango' (2006),2006.0
20,6.2,Tantsuy so mnoy (2016),2016.0
16,7.4,Tantsuyushchiye prizraki (1992),1992.0
2123,5.8,Taras Bulba (2009),2009.0
446,6.3,Tarif Novogodniy (2008),2008.0
6,6.7,Tarkovsky: Time Within Time (2015),2015.0
11,4.7,Tartaren iz Taraskona (2003) (TV),2003.0
67,7.2,Tartyuf (1992) (TV),1992.0
109,6.4,Tayna (2011),2011.0
343,4.6,Tayna Chingis Khaana (2009),2009.0
41,6.0,Tayna Slendermena (2013),2013.0
23,6.8,Tayna Slendermena 2 (2014),2014.0
11,5.4,Tayna Sukharevoy bashni. Charodey ravnovesiya (2015),2015.0
181,5.6,Tayna korolevy Anny ili mushketyory 30 let spustya (1993),1993.0
7,1.0,Tayna phantomnogo mira (2016) (V),2016.0
5,4.4,Tayna snezhnoy korolevy (2015),2015.0
5,3.0,Tayna volchyey pasti (2004),2004.0
14,6.7,Tayny lyubvi (2009),2009.0
20,6.8,Tayny smerti (2009),2009.0
15,6.9,Tchaikovsky - An Elegy (2011),2011.0
20,7.2,Teatralnyy roman (2003) (TV),2003.0
10,6.2,Telefonnaya kamasutra (2012),2012.0
7,1.0,Telephonnyi maniac (2016) (V),2016.0
599,7.0,Telets (2001),2001.0
18,5.2,Teli i Toli (2016),2016.0
37,6.4,"Telo budet predano zemle, a starshiy michman budet pet (1998)",1998.0
901,6.4,Temnye vody (1993),1993.0
758,4.8,Temnyy mir (2010),2010.0
323,4.2,Temnyy mir: Ravnovesie (2013),2013.0
189,6.2,Teoriya zapoya (2003),2003.0
22,7.4,Teremok (1995) (TV),1995.0
663,6.5,Territoriya (2015),2015.0
62,1.2,Territoriya Dzha (2014),2014.0
13,5.8,Territory of Ghosts (2016),2016.0
7,8.0,Terror lyubovyu (2009) (TV),2009.0
48,6.9,Testy dlya nastoyashchikh muzhchin (1999),1999.0
6,7.0,The Abode of Darkness (2006),2006.0
89,9.3,The Anthropologist (2015),2015.0
548,2.7,The Arena (2001/I),2001.0
38,4.7,The Burning Land (2003),2003.0
31,7.7,The Children of Captain Grant (1996),1996.0
198,5.1,The Code of Cain (2015),2015.0
250,7.3,The Condemned (2013),2013.0
5,1.6,The Corridor (2015) (V),2015.0
703,4.1,The Cosmonaut (2013),2013.0
3044,6.2,The Cut (2014/I),2014.0
168,7.8,The Desert of Forbidden Art (2010),2010.0
9,8.6,The Discrete Charm of Geometry (2015),2015.0
16528,5.7,The Dyatlov Pass Incident (2013),2013.0
11,8.4,The Edge (2012/II),2012.0
128,6.8,The Eurovision Song Contest (2009) (TV),2009.0
23,6.5,The Eurovision Song Contest Semi Final (2009) (TV),2009.0
5,8.6,The Evolution of Stem Cell Research (2014),2014.0
8,8.0,The Face (2014),2014.0
20,6.3,The Fall of Flutter Green [Flutter Green vs. Hater 2] (2016),2016.0
11,8.3,The Fiery Angel (1993) (TV),1993.0
7,8.6,The First Entrance (2007),2007.0
387,6.1,The Fourth Dimension (2012),2012.0
677,7.2,The Fourth Phase (2016),2016.0
462,6.3,The God (2003),2003.0
21,6.7,The Green Serpent (2013),2013.0
197,4.3,The Groom (2016),2016.0
10,7.6,The Hand. New Victim (2014),2014.0
9,8.4,The Hand. Return (2016),2016.0
27,6.8,The Haunter of the Dark (2015),2015.0
8,4.9,The Hidden Enemy: Inside Psychiatry's Covert Agenda (2013),2013.0
10,5.0,The Horror of the First of September (2016),2016.0
7,8.9,The House of Domovoy (2014),2014.0
7,6.0,The Hunter (2013),2013.0
9,3.7,The Imaginarium (2016),2016.0
481,8.4,The Invisible Front (2014),2014.0
346,2.6,The Iris Effect (2005),2005.0
89,6.1,The King of Ads (1991),1991.0
17,7.7,The Last Russian Limousine (2014) (TV),2014.0
6,8.8,The Last Show (2015/I),2015.0
15665,7.0,The Last Station (2009),2009.0
15,5.9,The Last Summer (2016/II),2016.0
5,7.0,The Little Mouse and the Fox (2007),2007.0
7,1.0,The Lost Video. Forest of the Dead (2016) (V),2016.0
8,8.0,The Magic Paintbrush: A Story from China (2000) (TV),2000.0
11,8.1,The Maid of Orleans (1993) (TV),1993.0
1094,7.8,The Man Who Saved the World (2014),2014.0
16,6.5,The Man Who Stopped WW3: Revealed/The Man Who Saved the World (2012) (TV),2012.0
305,7.8,The Mark of Cain (2001),2001.0
1088,7.2,The Miracle Maker (2000),2000.0
7,1.4,The Mutrix (2016) (V),2016.0
9,9.1,The Mystagogue (2014),2014.0
333,6.6,The Notorious Mr. Bout (2014),2014.0
19,7.7,The Nutcracker (2008) (V),2008.0
11,7.6,The Nutcracker (2012) (V),2012.0
163,5.5,The Nutcracker and the Mouseking (2004) (V),2004.0
16,6.2,The Offshore Reserves (2004),2004.0
2941,8.1,The Old Man and the Sea (1999),1999.0
7,7.0,The Oscar Nominated Short Films 2009: Animation (2009),2009.0
32,5.6,The Payback (2009),2009.0
6,6.7,The Phase (2013),2013.0
9,8.8,The Possessed (2015) (V),2015.0
10,9.4,The Possessed: Through the Night (2015),2015.0
11,4.2,The Queen of Spades (2016),2016.0
126,6.5,The Rainbowmaker (2008),2008.0
23,7.5,The Riddle (1996),1996.0
5,9.6,The Room (2004),2004.0
43,8.8,The Russian Winter (2012),2012.0
269,4.0,The Second Front (2005),2005.0
7,5.6,The Shirt (2015/II),2015.0
39,6.7,The Spirit (2007),2007.0
210,6.0,The Stringer (1998),1998.0
31,7.1,The Summer of Frozen Fountains (2015),2015.0
7,6.1,The Tree with the Golden Apples (2000) (TV),2000.0
15,4.9,The Trouble of the Rings 2: The Towers (2003) (V),2003.0
22,5.8,The Trouble of the Rings Returns: King-Size (2004) (V),2004.0
26,7.4,The Trouble of the Rings: The Fellowship (2002) (V),2002.0
957,6.9,"The Tulse Luper Suitcases, Part 1: The Moab Story (2003)",2003.0
46,6.6,The Vanquishing of the Witch Baba Yaga (2014),2014.0
9,7.3,The Way Back (2010/II),2010.0
12,8.3,The Will to Fly (2016),2016.0
32,6.0,The Wolves (1996),1996.0
9,6.0,The Writings of Denis Kaufman (2010),2010.0
2254,6.9,The Zohar Secret (2016),2016.0
8,5.9,There Is No Me (2011),2011.0
21,7.2,Three Days in August (1992),1992.0
47,7.1,Tides to and Fro (2010),2010.0
11,5.5,Tikhaya semeynaya zhizn (2008) (TV),2008.0
276,6.9,Tikhaya zastava (2011),2011.0
140,4.4,Tikhie omuty (2000),2000.0
302,7.2,Tikhiye stranitsy (1994),1994.0
47,2.0,Time of Change (2005),2005.0
7,1.0,Tirmenater v lesu (2016) (V),2016.0
8,1.0,Tirminater v derevne (2016) (V),2016.0
239,7.8,Tishe! (2003),2003.0
323,6.4,Tiski (2007),2007.0
172,6.2,To Russia with Love (2014) (TV),2014.0
5,9.4,To the Moon and Back (2016),2016.0
264,6.3,Tochka (2006),2006.0
7,5.4,Tolko ty (2011) (TV),2011.0
67,5.9,Tonkaya shtuchka (1999),1999.0
3278,5.2,Tot eshchyo Karloson! (2012),2012.0
203,6.1,"Tot, kto gasit svet (2008)",2008.0
27,6.3,"Tot, kto nezhnee (1995)",1995.0
6,7.7,"Tot, kto poluchaet poshchechiny (1916)",1916.0
8,5.0,Total Recall (2012/II),2012.0
17,6.8,Totalitarnyy roman (1998),1998.0
31,8.7,Town of the Dead (2012),2012.0
6,10.0,Toxic Plastic (2016),2016.0
9,8.2,Traces of Gore (2016),2016.0
7,9.0,Traces of Gore II (2016),2016.0
12,7.5,Tragediya v lesu (2014),2014.0
27,6.0,Traktoristy (1992),1992.0
14,5.1,"Tram-tararam, ili Bukhty-barakhty (1993)",1993.0
384,6.4,Transe (2006),2006.0
45,7.1,Transformator (2003),2003.0
7,1.0,Translyatsia Safronova: Pro Konstruktory (2015) (TV),2015.0
5,8.8,Trash (2009) (V),2009.0
12,7.2,Trassa M8 (2008),2008.0
15,5.3,Travelling Fields (2010),2010.0
6,6.5,Travesti (2006),2006.0
8,3.1,Treason (2011),2011.0
3840,4.5,Treasure Raiders (2007),2007.0
19,6.6,Treblinka (2016),2016.0
11,7.2,Trebuyetsya nyanya (2005),2005.0
46,5.9,Trete zhelanie (2009),2009.0
26,4.0,Tretiy ne lishniy (1994),1994.0
17,6.5,Tretiy reykh: Operatsiya 'NLO' (2006) (TV),2006.0
6,6.0,Tretiy variant (2003),2003.0
20,5.5,Tri bogatyrya i Morskoy tsar (2017),2017.0
818,6.6,Tri bogatyrya i Shamakhanskaya tsaritsa (2010),2010.0
468,5.2,Tri bogatyrya na dalnikh beregakh (2012),2012.0
179,5.2,Tri bogatyrya: Khod konem (2015),2015.0
16,4.4,Tri dnya v Odesse (2007),2007.0
10,5.2,Tri dnya vne zakona (1992),1992.0
499,7.2,Tri istorii (1997),1997.0
179,3.9,Tri mushketera (2013),2013.0
5,4.0,Tri raza pro eto (2013) (V),2013.0
29,4.7,Tri sestry (1994),1994.0
76,5.5,Tridtsatogo unichtozhit! (1992),1992.0
1198,6.7,Trilogia II: I skoni tou hronou (2008),2008.0
115,5.8,Trio (2003),2003.0
1193,6.5,Triple agent (2004),2004.0
12,4.3,Trista let spustya (1994),1994.0
47,6.9,Triumf (2000),2000.0
72,6.2,Troe i Snezhinka (2007),2007.0
16,3.1,Tropa smerti (2008) (V),2008.0
17,4.7,Tropa smerti 2: Iskuplenie (2009),2009.0
24,6.4,Trotskiy (1994),1994.0
58,7.3,Truba (2013),2013.0
9,7.0,Trubadur (2010),2010.0
2906,6.7,Trudno byt bogom (2013),2013.0
6,6.5,Trusha (2015),2015.0
231,6.4,Tryapichnyy soyuz (2015),2015.0
15,6.4,Tryokhsotletie tsarstvovaniya doma Romanovykh (1913),1913.0
2245,6.9,Tsar (2009),2009.0
12,7.2,Tsar Ivan Vasilevich Groznyy (1915),1915.0
38,6.7,Tsarevich Aleksey (1996),1996.0
36,5.2,Tsel vizhu (2013),2013.0
8,2.5,Tsenzuru k pamyati ne dopuskayu (1992),1992.0
17,6.9,Tserkov (2013),2013.0
10,4.9,Tsikatriz (1999),1999.0
44,5.0,Tsili (2014),2014.0
38,6.7,"Tsirk sgorel, i klouny razbezhalis (1998)",1998.0
74,8.2,Tsvet Natsii (2013),2013.0
169,1.7,Tsvetok dyavola (2010),2010.0
44,6.9,Tsvety kalenduly (1999),1999.0
22,6.9,Tsvety ot pobediteley (1999),1999.0
44,7.9,Tu es... (1995),1995.0
11,8.4,Tufelki (2012),2012.0
39,5.3,Tuk-Tuk (1993),1993.0
2674,7.1,Tulpan (2008),2008.0
24,6.4,Tuman (2008),2008.0
15,7.1,Tumors (2011),2011.0
7,7.6,Tunnel of Memory (2015),2015.0
18,6.9,Tunnelirovanie (2006),2006.0
147,4.9,Tupoy zhirnyy zayats (2007),2007.0
3229,7.1,Turetskiy gambit (2005),2005.0
6,5.2,Tushite svet (2009) (TV),2009.0
8,2.1,Twins (2012),2012.0
224,7.0,Ty u menya odna (1993),1993.0
19,6.5,"Ty zabyl, vo chto my igrali (2010)",2010.0
21,7.9,Tyazhelyy pesok (2008),2008.0
92,7.3,Tyomnaya noch (2001),2001.0
15,5.5,Tyomnaya noch (2004),2004.0
57,6.1,Tysyacha vtoraya khitrost (1915),1915.0
34,5.8,Tyuremnyy romans (1993),1993.0
14,5.9,"Ubezhat, dognat, vluybitsya (2015)",2015.0
61,6.0,Ubitye molniey (2002),2002.0
6,2.5,Ubiystvo (2010),2010.0
20,7.3,Ubiystvo na Zhdanovskoy (1992),1992.0
15,5.3,Ubiystvo v Sunshine Menor (1992),1992.0
1381,7.2,Ubornaya istoriya - lyubovnaya istoriya (2007),2007.0
168,5.9,Uchilka (2015),2015.0
6,6.7,Uchitel v zakone (2007) (TV),2007.0
33,6.2,"Udachi vam, gospoda (1992)",1992.0
29,6.4,Udalyonnyy dostup (2004),2004.0
18,4.9,Udar Lotosa (2001),2001.0
23,6.0,Udivi menya (2012) (TV),2012.0
11,8.3,Ugodie (2015),2015.0
34,6.0,Ukhod velikogo startsa (1912),1912.0
117,4.7,Ukroshchenie stroptivykh (2009),2009.0
102,6.6,"Ulybka Boga, ili Chisto odesskaya istoriya (2008)",2008.0
58,5.9,Umirat legko (1999),1999.0
614,6.8,Umirayushchii lebed (1917),1917.0
7,6.7,University Sluts of St. Petersburg 2 (2007) (V),2007.0
27,7.7,"Unosim nogi, ili Khochu v Parizh (1995)",1995.0
9,3.1,Unrequited Love (2012),2012.0
5,6.0,Unrequited Love (2015/II),2015.0
67,7.1,Upast vverh (2002),2002.0
5,4.4,Uplotnenie (1918),1918.0
227,7.2,Uprazhneniya v prekrasnom (2011),2011.0
158,6.9,Upyr (1997),1997.0
30,6.1,Urod (1993),1993.0
28,5.5,Uroki vyzhivaniya (2016),2016.0
23,5.2,Ustritsy iz Lozanny (1992),1992.0
11525,8.0,Utomlennye solntsem (1994),1994.0
3517,4.1,Utomlennye solntsem 2 (2010),2010.0
1366,4.0,Utomlennye solntsem 2 (2011),2011.0
9,5.4,Utro popygaya Keshi (2002),2002.0
40,6.6,Uvidet Parizh i umeret (1992),1992.0
205,7.0,Uvlecheniya (1994),1994.0
105,7.1,Uzel (2000),2000.0
7,1.0,Uzhas nochnoy kvartiry. Nezvaniy gost' nochi (2015) (V),2015.0
16,5.1,"Uzhas, kotoryy vsegda s toboy (2007)",2007.0
12,6.8,Uzhin w chetyre ruki (2000) (TV),2000.0
45,6.7,V Ozhidanii Morya (2012),2012.0
37,7.3,V Parizh! (2009),2009.0
81,5.1,V Tsenturiya. V poiskakh zacharovannykh sokrovishch (2010),2010.0
857,7.6,V avguste 44-go (2001),2001.0
417,6.7,V dvizhenii (2002),2002.0
5,7.0,V gostyakh u deda Yevlampiya. Zhabyonok (1996),1996.0
25,7.9,V masshtabe (2008) (V),2008.0
6,5.2,V okruzhenii (2012),2012.0
147,6.3,V ozhidanii chuda (2007),2007.0
1775,7.4,V paprscch slunce (2015),2015.0
5,7.0,V pogone za kedami (2012),2012.0
17,2.5,V poiskakh zolotogo fallosa (1992),1992.0
12,4.5,V pyatnitsu 13. Chast 2 (2012),2012.0
28,5.9,V sozvezdii byka (2003),2003.0
245,4.5,V sporte tolko devushki (2014),2014.0
41,5.7,V stile jazz (2010),2010.0
448,5.5,V subbotu (2011),2011.0
74,8.2,V temnote (2004),2004.0
5,5.8,V toy oblasti nebes (1992),1992.0
115,7.1,V toy strane... (1998),1998.0
2176,6.8,V tumane (2012),2012.0
5,8.2,V.H.S. (2013) (TV),2013.0
7,5.0,VII Ezhegodnaya Kinopremiya Rossiyskoy Akademii kinematograficheskikh iskusstv (1993) (TV),1993.0
17,5.5,Vagon (1993),1993.0
5,2.6,Vaifu (2015) (V),2015.0
5,4.4,Vaktsina (2007) (TV),2007.0
9,5.8,Valeriy Kharlamov. Dopolnitelnoe vremya (2008) (TV),2008.0
5,7.2,Vals zolotykh teltsov (1992),1992.0
103,6.0,Vanechka (2007),2007.0
42,5.0,Varene iz sakury (2011),2011.0
